City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
210,Lorengau,PG,2022-03-27 23:07:04,-2.0226,147.2712,82.81,75,96,5.3
211,Van,TR,2022-03-27 23:04:57,38.4924,43.3831,33.15,64,40,9.22
212,Waingapu,ID,2022-03-27 23:07:05,-9.6567,120.2641,79.0,80,70,3.36
213,Inhambane,MZ,2022-03-27 23:04:21,-23.865,35.3833,74.03,86,5,7.2
214,Awjilah,LY,2022-03-27 23:07:06,29.1081,21.2869,61.23,24,0,10.63
215,Pisco,PE,2022-03-27 23:07:06,-13.7,-76.2167,71.65,73,0,18.41
216,Shubarkuduk,KZ,2022-03-27 23:07:06,49.1447,56.4872,35.29,89,100,21.5
217,Ilulissat,GL,2022-03-27 23:05:02,69.2167,-51.1,20.07,68,65,9.17
218,Tiznit,MA,2022-03-27 23:07:07,29.5833,-9.5,62.58,46,100,4.21
219,Ponta Do Sol,PT,2022-03-27 23:07:08,32.6667,-17.1,60.06,79,23,4.45
220,Mumford,GH,2022-03-27 23:07:08,5.2618,-0.759,81.28,87,76,8.79
221,Kidal,ML,2022-03-27 23:07:08,18.4411,1.4078,81.93,8,16,10.49
222,Igboho,NG,2022-03-27 23:07:09,8.8333,3.75,80.42,42,12,5.73
223,Bend,US,2022-03-27 23:05:26,44.0582,-121.3153,64.15,34,0,8.05
224,Kahului,US,2022-03-27 23:07:10,20.8947,-156.47,86.02,39,40,19.57
225,Tukrah,LY,2022-03-27 23:07:10,32.5341,20.5791,63.48,36,99,12.06
226,Ostrovnoy,RU,2022-03-27 23:07:10,68.0531,39.5131,18.79,78,100,5.73
227,Adrar,MR,2022-03-27 23:04:46,20.5022,-10.0711,78.06,12,7,2.91
228,Dumalaguing,PH,2022-03-27 23:08:11,8.3469,125.055,70.41,93,92,3.09
229,Arraial Do Cabo,BR,2022-03-27 23:08:11,-22.9661,-42.0278,77.31,90,7,7.31
230,Coahuayana,MX,2022-03-27 23:08:12,18.7333,-103.6833,85.64,34,14,6.69
231,Pevek,RU,2022-03-27 23:08:12,69.7008,170.3133,-11.04,95,41,7.72
232,La Peca,PE,2022-03-27 23:08:12,-5.6111,-78.435,74.59,77,97,4.81
233,Bethel,US,2022-03-27 23:08:13,41.3712,-73.414,38.53,62,100,6.91
234,Teya,RU,2022-03-27 23:08:13,60.3778,92.6267,-8.09,100,99,3.71
235,Teguise,ES,2022-03-27 23:08:14,29.0605,-13.564,61.02,77,20,5.75
236,Bubaque,GW,2022-03-27 23:08:14,11.2833,-15.8333,76.15,67,94,20.62
237,Yunyang,CN,2022-03-27 23:08:14,33.4474,112.7142,45.93,58,49,1.23
238,Havoysund,NO,2022-03-27 23:08:15,70.9963,24.6622,19.63,69,33,5.19
239,Spas-Demensk,RU,2022-03-27 23:08:15,54.4122,34.0226,20.8,75,85,7.67
240,Carnarvon,AU,2022-03-27 23:08:16,-24.8667,113.6333,68.07,88,2,5.75
241,Lokosovo,RU,2022-03-27 23:08:16,61.1333,74.8167,12.96,94,100,9.22
242,Victoria,HK,2022-03-27 23:08:16,22.2855,114.1577,63.95,94,100,5.01
243,Sayyan,YE,2022-03-27 23:08:17,15.1718,44.3244,51.46,25,15,6.15
244,Cidreira,BR,2022-03-27 23:07:13,-30.1811,-50.2056,69.31,80,0,7.52
245,Upernavik,GL,2022-03-27 23:08:17,72.7868,-56.1549,16.02,76,96,3.53
246,Matagami,CA,2022-03-27 23:08:18,49.7502,-77.6328,-0.29,78,100,13.8
247,Aklavik,CA,2022-03-27 23:08:18,68.2191,-135.0107,3.97,83,92,3.44
248,Okhotsk,RU,2022-03-27 23:08:19,59.3833,143.3,4.59,75,1,17.74
249,Guerrero Negro,MX,2022-03-27 23:05:23,27.9769,-114.0611,69.46,53,100,12.28
250,Pakhtakoron,TJ,2022-03-27 23:08:19,40.1571,68.7466,46.9,61,7,4.41
251,Padang,ID,2022-03-27 23:08:20,-0.9492,100.3543,66.25,62,47,4.03
252,Codrington,AU,2022-03-27 23:05:13,-38.2667,141.9667,65.41,69,86,8.43
253,Gigmoto,PH,2022-03-27 23:08:20,13.7796,124.39,79.84,84,100,7.34
254,Torbay,CA,2022-03-27 23:05:31,47.6666,-52.7314,40.28,91,100,1.01
255,Paso De Carrasco,UY,2022-03-27 23:08:21,-34.8603,-56.0522,68.25,59,0,5.75
256,Cururupu,BR,2022-03-27 23:08:21,-1.8283,-44.8683,74.73,97,100,2.84
257,Rawson,AR,2022-03-27 23:07:15,-43.3002,-65.1023,67.91,25,0,7.49
258,Beidao,CN,2022-03-27 23:08:22,34.5686,105.8933,49.68,70,58,9.64
259,Rimavska Sobota,SK,2022-03-27 23:08:22,48.3828,20.0224,48.65,46,8,1.25
260,Lanzhou,CN,2022-03-27 23:08:22,36.0564,103.7922,45.37,41,8,4.0
261,Dali,CN,2022-03-27 23:08:23,25.7,100.1833,45.72,91,37,0.65
262,Buraydah,SA,2022-03-27 23:08:23,26.326,43.975,58.15,27,0,9.42
263,Ampanihy,MG,2022-03-27 23:08:24,-24.7,44.75,71.76,92,100,11.03
264,Bosaso,SO,2022-03-27 23:08:24,11.2842,49.1816,75.36,58,3,2.37
265,Kenai,US,2022-03-27 23:08:25,60.5544,-151.2583,40.03,62,100,17.27
266,Kwinana,AU,2022-03-27 23:08:25,-32.25,115.7667,65.23,100,68,15.5
267,Stornoway,GB,2022-03-27 23:08:25,58.2093,-6.3865,44.92,81,54,0.0
268,Northam,GB,2022-03-27 23:07:55,51.0333,-4.2167,48.38,88,0,7.63
269,Lagoa,PT,2022-03-27 23:08:26,39.05,-27.9833,58.73,85,99,10.63
270,Muscat,OM,2022-03-27 23:08:22,23.6139,58.5922,77.02,43,0,8.43
271,Aksu,CN,2022-03-27 23:08:26,41.1231,80.2644,48.45,45,85,2.33
272,Kavieng,PG,2022-03-27 23:08:27,-2.5744,150.7967,83.66,71,82,8.63
273,Southbridge,US,2022-03-27 23:08:27,42.0751,-72.0334,40.12,62,96,5.01
274,Harper,LR,2022-03-27 23:08:28,4.375,-7.7169,80.19,88,86,4.56
275,Petropavlovsk-Kamchatskiy,RU,2022-03-27 23:08:28,53.0452,158.6483,31.78,100,100,6.71
276,Port Elizabeth,ZA,2022-03-27 23:09:29,-33.918,25.5701,66.09,99,100,1.99
277,Smidovich,RU,2022-03-27 23:09:29,48.6,133.8167,21.78,94,98,5.08
278,Bariadi,TZ,2022-03-27 23:09:30,-2.8,33.9833,66.11,91,96,5.95
279,Lebu,CL,2022-03-27 23:09:30,-37.6167,-73.65,55.74,80,0,10.74
280,Tahoua,NE,2022-03-27 23:09:31,14.8888,5.2692,77.23,7,2,11.77
281,Cascais,PT,2022-03-27 23:08:30,38.6979,-9.4215,64.94,62,98,5.01
282,Burns Lake,CA,2022-03-27 23:09:31,54.2331,-125.7533,39.09,72,100,3.24
283,Karratha,AU,2022-03-27 23:09:32,-20.7377,116.8463,81.59,67,100,6.89
284,Hvide Sande,DK,2022-03-27 23:09:32,56.0045,8.1294,42.1,91,76,14.14
285,Bandar-E Lengeh,IR,2022-03-27 23:09:00,26.5579,54.8807,73.27,43,0,19.46
286,Sawtell,AU,2022-03-27 23:09:32,-30.3833,153.1,71.19,94,40,0.0
287,Fortuna,US,2022-03-27 23:09:33,40.5982,-124.1573,64.92,71,0,8.05
288,Tremedal,BR,2022-03-27 23:09:33,-14.9758,-41.4108,76.82,67,68,8.03
289,Faanui,PF,2022-03-27 23:09:23,-16.4833,-151.75,82.02,72,18,12.77
290,Yurino,RU,2022-03-27 23:09:34,56.2942,46.3039,21.74,82,100,12.95
291,Kabanjahe,ID,2022-03-27 23:09:34,3.1001,98.4908,60.55,76,23,1.41
292,Mecca,SA,2022-03-27 23:08:48,21.4267,39.8261,72.63,42,0,3.11
293,Carutapera,BR,2022-03-27 23:09:35,-1.195,-46.02,76.57,90,100,5.88
